"stateFIPS","State","Year","Value","Data Comment","Age Group"
"53","Washington","2007","13.9%","","55 to 64"
"53","Washington","2007","12.6%","","65 or older"
"53","Washington","2008","18.5%","","18 to 24"
"53","Washington","2008","15.0%","","25 to 34"
"53","Washington","2008","14.5%","","35 to 44"
"53","Washington","2008","14.7%","","45 to 54"
"53","Washington","2008","14.6%","","55 to 64"
"53","Washington","2008","13.1%","","65 or older"
"53","Washington","2009","19.4%","","18 to 24"
"53","Washington","2009","15.7%","","25 to 34"
"53","Washington","2009","13.8%","","35 to 44"
"53","Washington","2009","14.6%","","45 to 54"
"53","Washington","2009","15.1%","","55 to 64"
"53","Washington","2009","13.4%","","65 or older"
"53","Washington","2010","17.0%","","18 to 24"
"53","Washington","2010","17.7%","","25 to 34"
"53","Washington","2010","15.3%","","35 to 44"
"53","Washington","2010","15.9%","","45 to 54"
"53","Washington","2010","16.1%","","55 to 64"
"53","Washington","2010","13.2%","","65 or older"
"54","West Virginia","1999","Data Not Collected","","18 to 24"
"54","West Virginia","1999","Data Not Collected","","25 to 34"
"54","West Virginia","1999","Data Not Collected","","35 to 44"
"54","West Virginia","1999","Data Not Collected","","45 to 54"
"54","West Virginia","1999","Data Not Collected","","55 to 64"
"54","West Virginia","1999","Data Not Collected","","65 or older"
"54","West Virginia","2000","18.2%","","18 to 24"
"54","West Virginia","2000","15.2%","","25 to 34"
"54","West Virginia","2000","9.3%","","35 to 44"
"54","West Virginia","2000","11.3%","","45 to 54"
"54","West Virginia","2000","9.6%","","55 to 64"
"54","West Virginia","2000","9.4%","","65 or older"
"54","West Virginia","2001","18.9%","","18 to 24"
"54","West Virginia","2001","11.6%","","25 to 34"
"54","West Virginia","2001","11.7%","","35 to 44"
"54","West Virginia","2001","12.9%","","45 to 54"
"54","West Virginia","2001","10.3%","","55 to 64"
"54","West Virginia","2001","11.2%","","65 or older"
"54","West Virginia","2002","15.0%","","18 to 24"
"54","West Virginia","2002","15.6%","","25 to 34"
"54","West Virginia","2002","12.0%","","35 to 44"
"54","West Virginia","2002","13.7%","","45 to 54"
"54","West Virginia","2002","11.9%","","55 to 64"
"54","West Virginia","2002","9.9%","","65 or older"
"54","West Virginia","2003","12.6%","","18 to 24"
"54","West Virginia","2003","13.7%","","25 to 34"
"54","West Virginia","2003","11.6%","","35 to 44"
"54","West Virginia","2003","11.8%","","45 to 54"
"54","West Virginia","2003","10.9%","","55 to 64"
"54","West Virginia","2003","10.7%","","65 or older"
"54","West Virginia","2004","15.3%","","18 to 24"
"54","West Virginia","2004","17.0%","","25 to 34"
"54","West Virginia","2004","16.0%","","35 to 44"
"54","West Virginia","2004","14.0%","","45 to 54"
"54","West Virginia","2004","16.0%","","55 to 64"
"54","West Virginia","2004","15.1%","","65 or older"
"54","West Virginia","2005","23.8%","","18 to 24"
"54","West Virginia","2005","10.2%","","25 to 34"
"54","West Virginia","2005","11.9%","","35 to 44"
"54","West Virginia","2005","11.3%","","45 to 54"
"54","West Virginia","2005","13.3%","","55 to 64"
"54","West Virginia","2005","12.6%","","65 or older"
"54","West Virginia","2006","17.4%","","18 to 24"
"54","West Virginia","2006","9.3%","","25 to 34"
"54","West Virginia","2006","10.2%","","35 to 44"
"54","West Virginia","2006","12.2%","","45 to 54"
"54","West Virginia","2006","12.2%","","55 to 64"
"54","West Virginia","2006","11.4%","","65 or older"
"54","West Virginia","2007","16.6%","","18 to 24"
"54","West Virginia","2007","11.7%","","25 to 34"
"54","West Virginia","2007","10.6%","","35 to 44"
"54","West Virginia","2007","12.5%","","45 to 54"
"54","West Virginia","2007","12.0%","","55 to 64"
"54","West Virginia","2007","11.4%","","65 or older"
"54","West Virginia","2008","20.8%","","18 to 24"
"54","West Virginia","2008","13.5%","","25 to 34"
"54","West Virginia","2008","13.6%","","35 to 44"
"54","West Virginia","2008","14.2%","","45 to 54"
"54","West Virginia","2008","13.4%","","55 to 64"
"54","West Virginia","2008","9.8%","","65 or older"
"54","West Virginia","2009","16.4%","","18 to 24"
"54","West Virginia","2009","17.2%","","25 to 34"
"54","West Virginia","2009","11.2%","","35 to 44"
"54","West Virginia","2009","11.9%","","45 to 54"
"54","West Virginia","2009","10.4%","","55 to 64"
"54","West Virginia","2009","9.5%","","65 or older"
"54","West Virginia","2010","17.0%","","18 to 24"
"54","West Virginia","2010","11.9%","","25 to 34"
"54","West Virginia","2010","11.1%","","35 to 44"
"54","West Virginia","2010","8.8%","","45 to 54"
"54","West Virginia","2010","9.7%","","55 to 64"
"54","West Virginia","2010","8.7%","","65 or older"
"55","Wisconsin","1999","16.3%","","18 to 24"
"55","Wisconsin","1999","8.9%","","25 to 34"
"55","Wisconsin","1999","10.2%","","35 to 44"
"55","Wisconsin","1999","11.2%","","45 to 54"
"55","Wisconsin","1999","9.5%","","55 to 64"
"55","Wisconsin","1999","7.0%","","65 or older"
"55","Wisconsin","2000","14.3%","","18 to 24"
"55","Wisconsin","2000","11.3%","","25 to 34"
"55","Wisconsin","2000","9.7%","","35 to 44"
"55","Wisconsin","2000","9.1%","","45 to 54"
"55","Wisconsin","2000","11.4%","","55 to 64"
"55","Wisconsin","2000","9.1%","","65 or older"
"55","Wisconsin","2001","15.8%","","18 to 24"
"55","Wisconsin","2001","15.0%","","25 to 34"
"55","Wisconsin","2001","8.6%","","35 to 44"
"55","Wisconsin","2001","10.4%","","45 to 54"
"55","Wisconsin","2001","8.3%","","55 to 64"
"55","Wisconsin","2001","8.1%","","65 or older"
"55","Wisconsin","2002","15.5%","","18 to 24"
"55","Wisconsin","2002","12.4%","","25 to 34"
"55","Wisconsin","2002","10.5%","","35 to 44"
"55","Wisconsin","2002","11.2%","","45 to 54"
"55","Wisconsin","2002","12.0%","","55 to 64"
"55","Wisconsin","2002","10.2%","","65 or older"
"55","Wisconsin","2003","17.9%","","18 to 24"
"55","Wisconsin","2003","10.6%","","25 to 34"
"55","Wisconsin","2003","9.5%","","35 to 44"
"55","Wisconsin","2003","9.5%","","45 to 54"
"55","Wisconsin","2003","10.8%","","55 to 64"
"55","Wisconsin","2003","9.6%","","65 or older"
"55","Wisconsin","2004","17.0%","","18 to 24"
"55","Wisconsin","2004","14.0%","","25 to 34"
"55","Wisconsin","2004","12.6%","","35 to 44"
"55","Wisconsin","2004","10.8%","","45 to 54"
"55","Wisconsin","2004","10.2%","","55 to 64"
"55","Wisconsin","2004","10.7%","","65 or older"
"55","Wisconsin","2005","14.9%","","18 to 24"
"55","Wisconsin","2005","17.3%","","25 to 34"
"55","Wisconsin","2005","13.6%","","35 to 44"
"55","Wisconsin","2005","12.8%","","45 to 54"
"55","Wisconsin","2005","10.7%","","55 to 64"
"55","Wisconsin","2005","9.4%","","65 or older"
"55","Wisconsin","2006","22.8%","","18 to 24"
"55","Wisconsin","2006","12.5%","","25 to 34"
"55","Wisconsin","2006","11.8%","","35 to 44"
"55","Wisconsin","2006","9.6%","","45 to 54"
"55","Wisconsin","2006","12.0%","","55 to 64"
"55","Wisconsin","2006","9.6%","","65 or older"
"55","Wisconsin","2007","14.4%","","18 to 24"
"55","Wisconsin","2007","18.4%","","25 to 34"
"55","Wisconsin","2007","13.9%","","35 to 44"
"55","Wisconsin","2007","10.5%","","45 to 54"
"55","Wisconsin","2007","10.8%","","55 to 64"
"55","Wisconsin","2007","11.9%","","65 or older"
"55","Wisconsin","2008","20.1%","","18 to 24"
"55","Wisconsin","2008","14.6%","","25 to 34"
"55","Wisconsin","2008","16.0%","","35 to 44"
"55","Wisconsin","2008","11.8%","","45 to 54"
"55","Wisconsin","2008","12.8%","","55 to 64"
"55","Wisconsin","2008","10.8%","","65 or older"
"55","Wisconsin","2009","18.6%","","18 to 24"
"55","Wisconsin","2009","17.7%","","25 to 34"
"55","Wisconsin","2009","13.9%","","35 to 44"
"55","Wisconsin","2009","12.9%","","45 to 54"
"55","Wisconsin","2009","9.9%","","55 to 64"
"55","Wisconsin","2009","10.8%","","65 or older"
"55","Wisconsin","2010","14.3%","","18 to 24"
"55","Wisconsin","2010","17.7%","","25 to 34"
"55","Wisconsin","2010","11.7%","","35 to 44"
"55","Wisconsin","2010","10.6%","","45 to 54"
"55","Wisconsin","2010","12.3%","","55 to 64"
"55","Wisconsin","2010","10.7%","","65 or older"
"56","Wyoming","1999","13.1%","","18 to 24"
"56","Wyoming","1999","10.1%","","25 to 34"
"56","Wyoming","1999","7.6%","","35 to 44"
"56","Wyoming","1999","11.9%","","45 to 54"
"56","Wyoming","1999","15.9%","","55 to 64"
"56","Wyoming","1999","7.6%","","65 or older"
"56","Wyoming","2000","17.1%","","18 to 24"
"56","Wyoming","2000","15.0%","","25 to 34"
"56","Wyoming","2000","9.2%","","35 to 44"
"56","Wyoming","2000","10.4%","","45 to 54"
"56","Wyoming","2000","10.9%","","55 to 64"
"56","Wyoming","2000","10.4%","","65 or older"
"56","Wyoming","2001","16.6%","","18 to 24"
"56","Wyoming","2001","13.8%","","25 to 34"
"56","Wyoming","2001","11.8%","","35 to 44"
"56","Wyoming","2001","8.7%","","45 to 54"
"56","Wyoming","2001","12.3%","","55 to 64"
"56","Wyoming","2001","8.4%","","65 or older"
"56","Wyoming","2002","14.9%","","18 to 24"
"56","Wyoming","2002","13.2%","","25 to 34"
"56","Wyoming","2002","9.8%","","35 to 44"
"56","Wyoming","2002","10.9%","","45 to 54"
"56","Wyoming","2002","9.8%","","55 to 64"
"56","Wyoming","2002","8.4%","","65 or older"
"56","Wyoming","2003","14.1%","","18 to 24"
"56","Wyoming","2003","12.0%","","25 to 34"
"56","Wyoming","2003","9.9%","","35 to 44"
"56","Wyoming","2003","9.0%","","45 to 54"
"56","Wyoming","2003","11.2%","","55 to 64"
"56","Wyoming","2003","12.2%","","65 or older"
"56","Wyoming","2004","19.7%","","18 to 24"
"56","Wyoming","2004","11.4%","","25 to 34"
"56","Wyoming","2004","11.2%","","35 to 44"
"56","Wyoming","2004","11.6%","","45 to 54"
"56","Wyoming","2004","12.9%","","55 to 64"
"56","Wyoming","2004","11.0%","","65 or older"
"56","Wyoming","2005","18.2%","","18 to 24"
"56","Wyoming","2005","13.2%","","25 to 34"
"56","Wyoming","2005","10.5%","","35 to 44"
"56","Wyoming","2005","12.8%","","45 to 54"
"56","Wyoming","2005","11.3%","","55 to 64"
"56","Wyoming","2005","10.1%","","65 or older"
"56","Wyoming","2006","18.9%","","18 to 24"
"56","Wyoming","2006","11.3%","","25 to 34"
"56","Wyoming","2006","14.4%","","35 to 44"
"56","Wyoming","2006","11.5%","","45 to 54"
"56","Wyoming","2006","12.3%","","55 to 64"
"56","Wyoming","2006","12.8%","","65 or older"
"56","Wyoming","2007","17.6%","","18 to 24"
"56","Wyoming","2007","13.1%","","25 to 34"
"56","Wyoming","2007","13.4%","","35 to 44"
"56","Wyoming","2007","10.8%","","45 to 54"
"56","Wyoming","2007","10.3%","","55 to 64"
"56","Wyoming","2007","11.1%","","65 or older"
"56","Wyoming","2008","22.1%","","18 to 24"
"56","Wyoming","2008","16.3%","","25 to 34"
"56","Wyoming","2008","13.0%","","35 to 44"
"56","Wyoming","2008","11.5%","","45 to 54"
"56","Wyoming","2008","11.6%","","55 to 64"
"56","Wyoming","2008","11.3%","","65 or older"
"56","Wyoming","2009","15.3%","","18 to 24"
"56","Wyoming","2009","18.3%","","25 to 34"
"56","Wyoming","2009","11.7%","","35 to 44"
"56","Wyoming","2009","12.4%","","45 to 54"
"56","Wyoming","2009","12.8%","","55 to 64"
"56","Wyoming","2009","10.7%","","65 or older"
"56","Wyoming","2010","15.8%","","18 to 24"
"56","Wyoming","2010","18.5%","","25 to 34"
"56","Wyoming","2010","14.7%","","35 to 44"
"56","Wyoming","2010","14.5%","","45 to 54"
"56","Wyoming","2010","13.3%","","55 to 64"
"56","Wyoming","2010","11.5%","","65 or older"
